직원번호,이직여부,나이,성별,결혼상태,집까지거리,교육수준,전공분야,부서,직급,직무,최근승진후경과연수,총근속연수,회사근속연수,현재직무근속연수,현재상사와근속연수,이전근무회사수,월급,급여인상률,스톡옵션수준,성과평가,연간교육횟수,업무몰입도,야근여부,출장빈도,직무만족도,근무환경만족도,인간관계만족도,워라밸만족도
1583,No,38,Female,Single,16,3,Life Sciences,Sales,2,Sales Executive,1,8,3,2,2,2,4198,12,0,3,5,3,No,Travel_Rarely,2,2,2,4
1585,No,36,Female,Single,1,4,Life Sciences,Sales,2,Sales Executive,0,15,1,0,0,6,6815,13,0,3,5,3,No,Travel_Rarely,3,2,1,3
1586,No,29,Male,Single,3,1,Medical,Research & Development,1,Laboratory Technician,1,10,10,9,5,1,4723,18,0,3,3,3,Yes,Travel_Rarely,1,2,4,3
1587,No,35,Female,Single,10,4,Medical,Research & Development,2,Healthcare Representative,0,10,5,2,4,3,6142,16,0,3,4,3,Yes,Travel_Rarely,3,1,3,3
1588,No,39,Male,Married,6,3,Medical,Sales,3,Sales Executive,7,11,7,6,6,2,8237,11,1,3,3,4,No,Travel_Rarely,3,4,1,3
1590,No,29,Male,Divorced,2,1,Life Sciences,Research & Development,2,Healthcare Representative,1,6,6,4,3,1,8853,19,1,3,0,3,No,Travel_Frequently,4,1,4,4
1591,No,50,Male,Married,9,3,Marketing,Sales,5,Manager,0,27,1,0,0,4,19331,16,1,3,2,3,Yes,Travel_Rarely,3,3,3,3
1592,No,23,Male,Married,10,3,Technical Degree,Research & Development,1,Research Scientist,2,4,2,2,2,2,2073,16,1,3,2,4,No,Travel_Rarely,3,4,4,3
1594,No,36,Male,Married,6,4,Life Sciences,Research & Development,2,Laboratory Technician,0,9,3,2,2,3,5562,13,1,3,3,4,Yes,Travel_Frequently,1,1,4,3
1595,No,42,Male,Single,9,2,Other,Research & Development,5,Manager,0,24,1,0,1,8,19613,22,0,4,2,2,No,Travel_Rarely,4,4,4,3
1596,No,35,Male,Married,28,3,Life Sciences,Research & Development,2,Laboratory Technician,6,10,10,9,8,1,3407,17,2,3,3,4,No,Travel_Rarely,3,2,4,2
1597,No,34,Male,Married,10,4,Technical Degree,Research & Development,2,Healthcare Representative,7,8,8,2,7,1,5063,14,1,3,3,2,No,Travel_Frequently,3,4,2,2
1598,No,40,Female,Married,14,2,Life Sciences,Sales,2,Sales Executive,1,5,5,4,2,1,4639,15,1,3,2,3,No,Travel_Rarely,1,4,3,3
1599,No,43,Male,Divorced,27,3,Technical Degree,Research & Development,1,Laboratory Technician,0,8,6,4,2,5,4876,12,1,3,0,4,No,Travel_Rarely,2,4,3,3
1601,No,35,Male,Married,7,2,Life Sciences,Research & Development,1,Laboratory Technician,0,1,1,0,1,1,2690,18,1,3,5,2,No,Travel_Rarely,4,3,4,2
1602,No,46,Male,Single,1,4,Life Sciences,Sales,4,Manager,0,27,26,0,12,1,17567,15,0,3,5,4,No,Travel_Rarely,1,4,2,1
1604,Yes,28,Male,Married,24,3,Medical,Research & Development,1,Laboratory Technician,0,1,1,1,0,1,2408,17,3,3,3,3,Yes,Travel_Rarely,2,3,3,3
1605,No,22,Female,Married,26,2,Other,Research & Development,1,Research Scientist,1,4,4,2,3,1,2814,14,0,3,2,2,Yes,Non-Travel,3,2,2,2
1606,No,50,Male,Married,20,5,Medical,Research & Development,4,Healthcare Representative,12,32,30,8,13,2,11245,15,1,3,3,3,Yes,Travel_Frequently,3,2,3,3
1607,No,32,Female,Married,5,4,Other,Research & Development,1,Research Scientist,0,6,3,2,2,3,3312,17,2,3,3,4,No,Travel_Rarely,4,2,4,3
1608,No,44,Female,Divorced,7,3,Medical,Research & Development,5,Research Director,1,23,22,7,10,0,19049,14,1,3,4,3,Yes,Travel_Rarely,4,2,4,2
1609,No,30,Male,Married,7,3,Medical,Research & Development,1,Research Scientist,1,6,6,4,1,1,2141,12,1,3,3,2,No,Travel_Rarely,2,2,2,2
1611,No,45,Female,Single,5,5,Medical,Research & Development,2,Laboratory Technician,1,10,10,7,4,1,5769,14,0,3,3,1,Yes,Travel_Rarely,1,3,1,3
1612,No,45,Male,Married,26,3,Marketing,Sales,2,Sales Executive,4,10,10,7,5,1,4385,15,1,3,2,2,No,Non-Travel,1,1,1,3
1613,No,31,Male,Single,2,4,Other,Sales,2,Sales Executive,0,10,5,2,3,7,5332,13,0,3,3,3,No,Travel_Frequently,1,4,4,3
1614,No,36,Female,Married,12,4,Life Sciences,Research & Development,2,Manufacturing Director,1,7,3,2,1,9,4663,12,2,3,2,3,Yes,Travel_Rarely,3,3,2,3
1615,No,34,Male,Divorced,10,4,Life Sciences,Research & Development,2,Manufacturing Director,7,9,9,7,2,1,4724,13,1,3,3,4,No,Travel_Frequently,4,3,1,3
1617,No,49,Female,Married,25,4,Life Sciences,Research & Development,1,Laboratory Technician,1,10,9,6,4,1,3211,14,1,3,3,3,No,Travel_Rarely,1,3,4,2
1618,No,39,Male,Married,10,5,Medical,Research & Development,2,Manufacturing Director,7,10,7,7,7,2,5377,13,3,3,3,3,No,Travel_Rarely,1,2,4,3
1619,No,27,Male,Divorced,19,3,Other,Research & Development,1,Laboratory Technician,0,7,7,7,7,1,4066,11,2,3,3,2,No,Travel_Rarely,1,4,1,3
1621,No,35,Male,Married,18,5,Life Sciences,Research & Development,2,Research Scientist,1,16,16,15,10,1,5208,11,0,3,2,4,No,Travel_Rarely,1,2,4,3
1622,No,28,Female,Divorced,27,3,Medical,Research & Development,2,Manufacturing Director,0,6,5,3,0,0,4877,21,1,4,5,1,No,Travel_Rarely,1,2,2,2
1623,No,21,Male,Single,5,1,Medical,Research & Development,1,Research Scientist,2,3,2,2,2,1,3117,18,0,3,2,3,No,Travel_Rarely,4,3,3,3
1624,Yes,18,Female,Single,3,2,Medical,Sales,1,Sales Representative,0,0,0,0,0,1,1569,12,0,3,2,3,Yes,Travel_Frequently,4,2,3,4
1625,No,47,Female,Married,26,4,Life Sciences,Human Resources,5,Manager,1,27,5,2,0,3,19658,11,1,3,2,3,No,Travel_Rarely,3,4,3,3
1627,No,39,Male,Divorced,3,2,Medical,Research & Development,2,Laboratory Technician,0,11,10,8,7,0,3069,15,1,3,3,2,No,Travel_Rarely,3,3,4,3
1628,No,40,Female,Married,15,3,Life Sciences,Research & Development,3,Manufacturing Director,14,18,18,15,12,1,10435,13,2,3,2,2,No,Travel_Rarely,3,1,4,3
1630,No,35,Female,Married,8,4,Life Sciences,Research & Development,2,Healthcare Representative,2,15,14,11,9,1,4148,12,1,3,5,3,No,Non-Travel,3,3,4,3
1631,No,37,Male,Married,19,3,Life Sciences,Research & Development,2,Manufacturing Director,0,9,4,3,2,3,5768,17,3,3,2,3,No,Travel_Rarely,3,3,1,2
1633,No,39,Female,Single,4,3,Medical,Research & Development,2,Manufacturing Director,3,10,9,2,8,0,5042,13,0,3,2,3,No,Travel_Frequently,3,1,4,1
1635,No,45,Female,Divorced,2,2,Other,Research & Development,2,Manufacturing Director,3,10,10,7,9,1,5770,19,2,3,3,2,No,Travel_Rarely,4,4,1,3
1638,No,38,Female,Married,2,2,Medical,Research & Development,3,Manufacturing Director,0,10,5,4,2,3,7756,19,1,3,6,2,Yes,Travel_Rarely,3,4,4,4
1639,Yes,35,Male,Married,10,3,Medical,Sales,3,Sales Executive,6,15,13,12,0,9,10306,17,0,3,3,2,No,Travel_Rarely,1,4,3,3
1640,No,37,Female,Married,10,3,Medical,Research & Development,1,Research Scientist,7,8,8,4,7,1,3936,11,1,3,2,3,No,Travel_Rarely,2,2,1,1
1641,No,40,Female,Single,16,3,Life Sciences,Research & Development,3,Manufacturing Director,3,18,4,2,3,6,7945,15,0,3,2,3,Yes,Travel_Rarely,4,3,4,2
1642,No,44,Male,Married,1,5,Human Resources,Human Resources,2,Human Resources,0,14,10,7,2,4,5743,11,0,3,3,3,Yes,Travel_Frequently,4,1,3,3
1644,No,48,Male,Married,4,5,Medical,Research & Development,4,Manager,2,23,2,2,2,2,15202,25,1,4,3,2,No,Travel_Frequently,4,3,2,3
1645,Yes,35,Male,Divorced,15,2,Medical,Sales,2,Sales Executive,2,7,2,2,2,6,5440,14,2,3,2,1,Yes,Travel_Rarely,4,1,4,2
1646,No,24,Female,Single,2,1,Technical Degree,Research & Development,1,Research Scientist,1,6,6,3,3,1,3760,13,0,3,2,3,Yes,Travel_Frequently,4,1,3,3
1647,No,27,Female,Married,8,3,Medical,Research & Development,1,Research Scientist,0,5,3,2,2,7,3517,17,0,3,0,4,No,Travel_Rarely,3,2,1,3
1648,No,27,Male,Single,2,3,Medical,Research & Development,1,Research Scientist,1,6,4,2,2,2,2580,13,0,3,0,3,No,Travel_Frequently,4,4,3,2
1649,Yes,40,Male,Single,7,3,Life Sciences,Research & Development,1,Laboratory Technician,0,10,4,2,3,3,2166,14,0,3,3,3,Yes,Travel_Rarely,1,1,2,1
1650,No,29,Male,Single,10,3,Medical,Sales,2,Sales Executive,1,8,5,2,4,9,5869,11,0,3,2,2,No,Travel_Rarely,3,3,3,3
1651,No,36,Female,Married,5,4,Life Sciences,Research & Development,3,Healthcare Representative,0,9,3,2,2,4,8008,12,2,3,6,3,No,Travel_Rarely,1,2,3,3
1653,No,25,Male,Divorced,2,1,Life Sciences,Research & Development,2,Manufacturing Director,0,7,7,7,7,1,5206,17,2,3,6,4,No,Travel_Frequently,3,4,3,3
1654,No,39,Male,Married,12,3,Medical,Research & Development,2,Manufacturing Director,1,7,5,4,0,4,5295,21,0,4,3,3,No,Travel_Rarely,2,4,3,3
1655,No,49,Female,Married,22,4,Other,Research & Development,4,Research Director,1,27,4,2,2,3,16413,16,2,3,2,3,No,Travel_Rarely,2,1,2,3
1656,No,50,Female,Divorced,17,5,Life Sciences,Research & Development,3,Research Director,1,19,14,11,11,5,13269,15,3,3,3,2,No,Travel_Rarely,1,4,3,3
1657,No,20,Female,Single,2,3,Medical,Sales,1,Sales Representative,2,2,2,2,2,1,2783,19,0,3,3,3,No,Travel_Rarely,3,3,1,3
1658,No,34,Female,Divorced,3,3,Life Sciences,Research & Development,2,Research Scientist,7,11,11,8,9,1,5433,12,1,3,2,3,No,Travel_Rarely,2,4,3,3
1659,No,36,Male,Single,7,3,Life Sciences,Research & Development,1,Laboratory Technician,1,15,4,3,3,2,2013,11,0,3,4,3,No,Travel_Rarely,2,1,3,3
1661,No,49,Female,Married,6,1,Life Sciences,Research & Development,4,Healthcare Representative,2,30,15,11,12,2,13966,19,1,3,3,2,Yes,Travel_Rarely,3,3,2,3
1662,No,36,Female,Married,1,4,Medical,Research & Development,2,Manufacturing Director,1,4,3,2,2,0,4374,15,0,3,6,2,No,Non-Travel,3,4,3,3
1664,No,36,Male,Divorced,3,2,Life Sciences,Research & Development,2,Healthcare Representative,0,13,5,4,4,6,6842,20,1,4,3,4,No,Travel_Rarely,1,4,1,3
1665,No,54,Female,Married,22,5,Medical,Research & Development,4,Manager,4,36,10,8,7,3,17426,25,1,4,6,3,No,Travel_Rarely,3,2,3,3
1666,No,43,Male,Married,15,2,Life Sciences,Research & Development,4,Research Director,6,14,14,10,11,1,17603,24,1,4,3,2,No,Travel_Rarely,3,3,1,3
1667,Yes,35,Male,Single,12,4,Other,Sales,2,Sales Executive,6,13,11,9,7,3,4581,24,0,4,2,3,Yes,Travel_Frequently,4,4,1,4
1668,No,38,Male,Married,1,3,Life Sciences,Research & Development,2,Research Scientist,2,19,13,11,9,7,4735,15,2,3,4,3,No,Travel_Frequently,4,4,4,4
1669,No,29,Male,Divorced,5,3,Medical,Sales,2,Sales Executive,0,10,10,0,9,1,4187,13,1,3,3,2,Yes,Travel_Rarely,2,1,2,2
1670,No,33,Male,Divorced,2,4,Medical,Sales,2,Sales Executive,0,6,6,2,4,1,5505,14,2,3,5,3,No,Travel_Rarely,4,4,3,3
1671,No,32,Male,Divorced,2,3,Medical,Research & Development,2,Research Scientist,1,10,9,5,6,0,5470,13,2,3,4,3,No,Travel_Rarely,2,4,3,2
1673,No,31,Female,Married,5,4,Life Sciences,Sales,2,Sales Executive,0,10,10,0,2,1,5476,11,2,3,2,3,No,Travel_Rarely,4,1,1,3
1674,No,49,Female,Divorced,16,3,Medical,Research & Development,1,Laboratory Technician,2,17,2,2,2,4,2587,16,1,3,2,3,Yes,Travel_Rarely,1,4,2,2
1675,No,38,Female,Single,2,3,Medical,Research & Development,1,Laboratory Technician,3,4,4,3,3,1,2440,22,0,4,3,2,No,Travel_Frequently,2,4,2,3
1676,No,47,Female,Divorced,2,4,Life Sciences,Sales,4,Manager,1,29,3,2,2,6,15972,14,3,3,2,4,No,Travel_Rarely,2,2,3,3
1677,No,49,Male,Single,1,3,Life Sciences,Research & Development,4,Manager,0,23,8,7,0,4,15379,14,0,3,2,3,No,Travel_Rarely,3,3,1,3
1678,No,41,Male,Single,23,2,Life Sciences,Sales,3,Sales Executive,0,21,2,0,2,3,7082,16,0,3,2,3,Yes,Travel_Rarely,3,4,4,3
1680,No,20,Male,Single,9,1,Life Sciences,Sales,1,Sales Representative,0,2,2,2,2,1,2728,11,0,3,3,3,No,Travel_Rarely,1,4,1,3
1681,No,33,Female,Divorced,16,3,Life Sciences,Sales,2,Sales Executive,1,7,6,5,2,1,5368,25,1,4,2,3,Yes,Non-Travel,4,3,3,3
1682,No,36,Male,Married,26,4,Life Sciences,Research & Development,2,Healthcare Representative,0,10,3,2,2,6,5347,14,2,3,2,3,No,Travel_Rarely,3,1,2,2
1683,No,44,Female,Divorced,1,3,Life Sciences,Human Resources,1,Human Resources,2,8,2,2,2,4,3195,18,3,3,2,3,Yes,Travel_Rarely,4,3,1,3
1684,Yes,23,Male,Single,8,1,Medical,Research & Development,1,Laboratory Technician,1,5,5,4,2,1,3989,11,0,3,2,2,Yes,Travel_Rarely,3,4,1,3
1687,No,38,Female,Married,4,2,Medical,Research & Development,1,Laboratory Technician,0,7,0,0,0,7,3306,19,1,3,5,3,No,Travel_Rarely,3,4,4,2
1689,No,53,Male,Married,24,4,Medical,Research & Development,3,Healthcare Representative,1,11,4,3,2,3,7005,15,0,3,2,4,No,Travel_Rarely,4,2,3,3
1691,Yes,48,Female,Married,7,2,Medical,Sales,1,Sales Representative,7,19,9,7,7,2,2655,11,2,3,3,3,Yes,Travel_Frequently,3,4,3,3
1692,Yes,32,Male,Single,2,4,Life Sciences,Research & Development,1,Laboratory Technician,0,1,1,0,0,1,1393,12,0,3,2,3,No,Travel_Rarely,2,4,1,3
1693,No,26,Male,Single,7,3,Medical,Research & Development,1,Laboratory Technician,5,7,7,7,7,1,2570,20,0,4,5,3,No,Non-Travel,4,4,3,3
1694,No,55,Male,Divorced,22,3,Technical Degree,Research & Development,1,Research Scientist,1,8,4,2,2,5,3537,12,1,3,1,2,No,Travel_Rarely,2,1,4,3
1696,No,34,Male,Married,5,2,Medical,Research & Development,2,Laboratory Technician,4,15,15,10,13,1,3986,14,1,3,3,2,No,Travel_Rarely,4,2,3,4
1697,No,60,Male,Divorced,1,4,Medical,Research & Development,3,Healthcare Representative,0,19,1,0,0,3,10883,20,1,4,2,1,No,Travel_Rarely,4,3,3,4
1698,No,33,Male,Married,21,3,Medical,Research & Development,1,Laboratory Technician,2,14,14,11,13,1,2028,18,3,3,6,4,No,Travel_Rarely,2,2,4,3
1700,No,37,Male,Divorced,1,4,Medical,Sales,2,Sales Executive,1,6,6,3,3,1,9525,14,2,3,2,1,No,Travel_Frequently,4,3,3,2
1701,No,34,Female,Married,19,3,Life Sciences,Research & Development,1,Research Scientist,8,10,10,9,7,1,2929,12,0,3,3,2,No,Travel_Rarely,4,2,2,3
1702,Yes,23,Male,Divorced,7,3,Life Sciences,Sales,1,Sales Representative,0,3,3,2,2,1,2275,21,1,4,2,3,Yes,Travel_Rarely,4,3,2,3
1703,No,44,Female,Married,2,3,Life Sciences,Research & Development,3,Healthcare Representative,6,9,8,7,7,1,7879,19,1,3,2,4,Yes,Travel_Rarely,4,3,2,3
1704,No,35,Male,Single,2,4,Medical,Research & Development,1,Research Scientist,1,6,5,4,4,0,4930,14,0,3,2,2,Yes,Travel_Frequently,4,1,3,4
1706,No,43,Male,Married,2,3,Medical,Sales,2,Sales Executive,8,10,10,9,8,1,7847,17,1,3,3,3,Yes,Travel_Rarely,4,4,1,3
1707,No,24,Male,Married,9,3,Medical,Research & Development,1,Research Scientist,0,5,5,3,4,1,4401,16,1,3,1,4,No,Travel_Rarely,3,3,4,3
1708,No,41,Male,Single,6,3,Marketing,Sales,3,Sales Executive,8,10,10,8,7,1,9241,12,0,3,3,3,No,Travel_Rarely,3,4,2,3
1709,No,29,Female,Married,9,4,Medical,Research & Development,1,Laboratory Technician,1,9,5,3,2,9,2974,17,1,3,2,3,No,Travel_Rarely,3,4,3,3
1710,No,36,Female,Single,2,4,Life Sciences,Sales,2,Sales Representative,6,17,13,7,7,3,4502,15,0,3,2,3,No,Travel_Rarely,4,3,3,2
1712,No,45,Male,Married,1,1,Life Sciences,Research & Development,3,Healthcare Representative,14,25,23,15,4,3,10748,23,1,4,3,2,No,Non-Travel,3,3,4,2
1714,Yes,24,Male,Married,22,1,Human Resources,Human Resources,1,Human Resources,0,1,1,0,0,1,1555,11,1,3,2,1,No,Travel_Rarely,3,4,3,3
1716,Yes,47,Male,Married,9,3,Life Sciences,Sales,4,Sales Executive,14,25,23,5,10,7,12936,11,0,3,3,1,No,Travel_Frequently,3,3,3,1
1718,No,26,Male,Married,17,4,Medical,Research & Development,1,Laboratory Technician,0,3,3,2,2,1,2305,15,3,3,3,1,No,Travel_Rarely,3,4,3,4
1719,No,45,Female,Single,28,2,Technical Degree,Research & Development,4,Research Director,8,21,21,6,6,1,16704,11,0,3,2,2,No,Travel_Rarely,2,4,3,3
1720,No,32,Male,Married,10,3,Life Sciences,Research & Development,1,Research Scientist,1,10,5,2,3,6,3433,13,1,3,3,3,No,Travel_Frequently,3,1,1,2
1721,No,31,Male,Married,2,4,Life Sciences,Research & Development,1,Laboratory Technician,0,6,5,2,3,1,3477,14,1,3,2,3,No,Travel_Rarely,3,2,4,4
1722,No,41,Male,Married,4,3,Human Resources,Human Resources,2,Human Resources,1,10,3,2,2,6,6430,19,1,3,4,1,No,Non-Travel,2,3,2,3
1724,No,40,Female,Married,8,2,Life Sciences,Research & Development,2,Manufacturing Director,0,18,1,0,0,2,6516,16,1,3,3,3,Yes,Travel_Rarely,1,2,2,3
1725,No,24,Male,Divorced,29,1,Medical,Research & Development,1,Laboratory Technician,1,6,6,2,2,1,3907,13,3,3,2,3,No,Travel_Rarely,1,2,2,4
1727,No,46,Male,Single,13,4,Life Sciences,Research & Development,2,Healthcare Representative,0,19,10,7,9,6,5562,14,0,3,3,3,No,Travel_Rarely,2,3,4,3
1728,No,35,Male,Married,27,4,Life Sciences,Research & Development,2,Manufacturing Director,0,17,7,7,7,2,6883,16,1,3,3,3,No,Travel_Rarely,3,4,2,3
1729,No,30,Male,Married,16,1,Life Sciences,Research & Development,1,Research Scientist,0,10,10,0,8,1,2862,12,1,3,2,3,No,Travel_Rarely,4,2,2,2
1731,No,47,Male,Married,2,4,Marketing,Sales,2,Sales Executive,0,4,1,0,0,7,4978,11,1,3,3,3,No,Non-Travel,2,3,4,1
1732,No,46,Male,Divorced,2,3,Life Sciences,Sales,3,Sales Executive,0,13,10,6,3,4,10368,12,1,3,5,3,Yes,Travel_Rarely,4,3,2,2
1733,Yes,36,Male,Divorced,13,5,Marketing,Sales,2,Sales Executive,2,16,2,2,2,5,6134,13,3,3,3,2,Yes,Travel_Rarely,1,2,2,3
1734,Yes,32,Male,Single,1,2,Life Sciences,Sales,2,Sales Executive,0,10,0,0,0,6,6735,15,0,3,2,1,No,Travel_Rarely,2,1,2,3
1735,No,23,Female,Single,4,1,Medical,Research & Development,1,Laboratory Technician,1,3,3,2,2,1,3295,13,0,3,3,3,No,Travel_Rarely,2,3,3,1
1736,No,31,Female,Single,24,1,Technical Degree,Research & Development,2,Manufacturing Director,1,9,5,4,4,2,5238,20,0,4,3,3,No,Travel_Frequently,4,4,4,2
1737,No,39,Male,Married,1,3,Life Sciences,Research & Development,2,Laboratory Technician,5,9,9,8,8,1,6472,15,1,3,2,3,Yes,Non-Travel,4,4,4,3
1739,No,32,Male,Married,19,3,Life Sciences,Sales,3,Sales Executive,0,10,4,3,2,3,9610,13,1,3,2,1,No,Travel_Rarely,3,4,3,1
1740,No,40,Male,Single,7,4,Medical,Sales,5,Manager,12,21,21,8,8,1,19833,14,0,3,3,3,No,Travel_Rarely,2,2,2,2
1744,No,45,Female,Married,4,3,Life Sciences,Human Resources,3,Human Resources,0,9,5,0,3,4,9756,21,2,4,2,1,No,Travel_Rarely,3,3,3,4
1745,No,30,Female,Single,2,4,Technical Degree,Research & Development,1,Research Scientist,0,10,9,7,7,0,4968,16,0,3,2,2,No,Travel_Frequently,1,4,4,3
1746,No,24,Male,Married,10,3,Medical,Human Resources,1,Human Resources,2,3,2,2,1,0,2145,14,1,3,2,3,No,Travel_Frequently,4,1,4,3
1747,Yes,30,Female,Divorced,8,3,Human Resources,Human Resources,1,Human Resources,1,6,4,2,2,6,2180,11,1,3,0,2,No,Travel_Frequently,4,3,3,2
1749,No,31,Male,Married,5,3,Technical Degree,Sales,2,Sales Executive,0,6,5,2,2,1,8346,19,1,3,3,3,No,Travel_Rarely,3,1,3,3
1751,No,27,Female,Single,8,3,Medical,Research & Development,1,Research Scientist,1,6,6,2,4,1,3445,11,0,3,5,3,No,Travel_Rarely,4,3,3,2
1752,Yes,29,Female,Single,9,3,Marketing,Sales,1,Sales Representative,2,2,2,2,2,1,2760,13,0,3,3,1,No,Travel_Rarely,2,2,3,3
1753,No,29,Male,Single,1,3,Life Sciences,Research & Development,2,Healthcare Representative,0,10,3,2,2,8,6294,12,0,3,5,4,Yes,Travel_Frequently,3,4,4,4
1754,No,30,Male,Divorced,15,2,Marketing,Sales,3,Sales Executive,1,12,7,7,7,2,7140,11,1,3,2,2,No,Travel_Rarely,1,3,1,3
1755,No,34,Male,Married,2,4,Medical,Research & Development,1,Research Scientist,1,6,5,0,2,0,2932,14,3,3,3,4,Yes,Travel_Rarely,4,4,1,3
1756,No,33,Female,Single,2,3,Marketing,Sales,2,Sales Executive,1,13,11,7,7,8,5147,15,0,3,2,3,No,Non-Travel,2,4,4,2
1757,No,49,Female,Single,11,4,Marketing,Sales,2,Sales Executive,0,8,5,1,4,3,4507,12,0,3,1,3,No,Travel_Rarely,4,4,3,4
1758,Yes,33,Female,Single,16,3,Life Sciences,Sales,3,Sales Executive,0,11,0,0,0,2,8564,20,0,4,2,3,Yes,Travel_Rarely,1,1,3,2
1760,No,38,Female,Married,2,2,Medical,Research & Development,1,Laboratory Technician,0,9,6,1,5,4,2468,14,1,3,4,2,No,Travel_Frequently,2,3,2,2
1761,Yes,31,Male,Married,16,4,Marketing,Sales,3,Sales Executive,0,10,1,0,0,2,8161,13,3,3,2,3,No,Travel_Rarely,3,1,1,3
1762,No,29,Female,Divorced,4,3,Technical Degree,Research & Development,1,Research Scientist,0,1,1,0,0,1,2109,13,1,3,2,2,No,Travel_Rarely,1,4,3,3
1763,No,30,Male,Married,16,3,Life Sciences,Research & Development,2,Healthcare Representative,1,10,7,0,7,3,5294,16,1,3,3,4,No,Travel_Rarely,3,3,3,3
1764,No,32,Male,Single,5,4,Technical Degree,Research & Development,1,Research Scientist,0,12,7,7,7,2,2718,14,0,3,3,3,No,Non-Travel,2,2,2,3
1766,No,38,Male,Married,18,3,Medical,Research & Development,2,Healthcare Representative,1,15,1,0,0,3,5811,16,1,3,2,1,Yes,Travel_Rarely,4,2,3,3
1767,Yes,43,Male,Married,17,3,Technical Degree,Research & Development,1,Research Scientist,0,6,1,0,0,9,2437,16,1,3,4,2,Yes,Travel_Frequently,3,3,4,3
1768,No,42,Male,Divorced,12,3,Medical,Research & Development,1,Laboratory Technician,0,7,5,3,4,8,2766,22,3,4,6,3,No,Travel_Rarely,2,2,2,2
1770,No,55,Male,Married,2,3,Medical,Research & Development,5,Research Director,0,34,1,0,0,8,19038,12,3,3,2,2,No,Travel_Rarely,1,3,2,3
1771,No,33,Male,Divorced,4,3,Technical Degree,Research & Development,2,Research Scientist,1,11,9,8,7,5,3055,15,2,3,2,3,No,Non-Travel,2,4,4,2
1772,No,41,Male,Divorced,9,4,Life Sciences,Research & Development,1,Laboratory Technician,0,5,5,3,4,1,2289,20,2,4,2,3,No,Travel_Rarely,1,3,2,3
1774,No,34,Male,Divorced,10,3,Life Sciences,Sales,2,Sales Executive,0,15,15,14,7,1,4001,14,1,3,3,3,Yes,Non-Travel,3,4,3,3
1775,No,53,Female,Married,1,4,Medical,Research & Development,4,Manufacturing Director,0,27,3,2,2,4,12965,20,3,4,2,2,Yes,Non-Travel,3,1,4,2
1778,No,43,Male,Single,2,3,Life Sciences,Human Resources,1,Human Resources,1,10,9,7,8,0,3539,13,0,3,5,3,No,Travel_Rarely,4,2,2,3
1779,No,34,Female,Single,3,2,Life Sciences,Sales,2,Sales Executive,2,6,2,2,2,5,6029,12,0,3,3,1,No,Travel_Rarely,4,4,1,3
1780,Yes,21,Male,Single,7,1,Marketing,Sales,1,Sales Representative,1,1,1,0,0,1,2679,13,0,3,3,3,No,Travel_Rarely,2,2,2,3
1782,No,38,Female,Married,6,2,Other,Research & Development,1,Laboratory Technician,0,5,5,4,4,1,3702,11,1,3,3,2,No,Travel_Rarely,3,4,2,3
1783,Yes,22,Female,Married,8,1,Medical,Research & Development,1,Laboratory Technician,0,1,1,0,0,1,2398,17,0,3,6,3,Yes,Travel_Rarely,1,3,3,3
1784,No,31,Female,Married,29,4,Marketing,Sales,2,Sales Executive,5,13,12,7,7,1,5468,14,2,3,3,2,No,Travel_Rarely,4,1,1,3
1786,No,51,Female,Married,3,3,Technical Degree,Research & Development,3,Manager,2,15,2,2,2,2,13116,11,0,3,2,3,No,Travel_Rarely,3,1,4,3
1787,No,37,Male,Married,9,2,Marketing,Sales,2,Sales Executive,0,5,5,2,3,1,4189,14,2,3,2,2,No,Travel_Rarely,2,2,1,3
1789,No,46,Male,Divorced,2,4,Medical,Research & Development,5,Research Director,2,24,2,1,2,7,19328,17,1,3,3,3,Yes,Travel_Rarely,4,3,3,3
1790,No,36,Male,Married,10,3,Life Sciences,Research & Development,3,Healthcare Representative,5,15,12,8,7,7,8321,13,1,3,1,3,Yes,Travel_Rarely,1,4,4,3
1792,Yes,44,Male,Divorced,1,2,Medical,Research & Development,1,Research Scientist,2,6,5,3,3,1,2342,12,3,3,2,3,Yes,Travel_Frequently,2,3,3,2
1794,No,37,Male,Divorced,8,2,Other,Human Resources,2,Human Resources,4,19,10,0,7,2,4071,13,0,3,4,3,No,Travel_Rarely,2,3,3,2
1797,Yes,35,Male,Single,27,3,Life Sciences,Sales,2,Sales Executive,7,10,10,7,7,1,5813,18,0,3,2,3,Yes,Travel_Rarely,4,3,4,3
1798,No,33,Male,Married,8,4,Life Sciences,Research & Development,1,Research Scientist,7,14,10,8,6,6,3143,19,1,3,1,4,No,Travel_Rarely,1,4,2,3
1799,No,28,Male,Married,1,3,Life Sciences,Research & Development,1,Research Scientist,0,5,5,3,3,1,2044,11,1,3,6,3,No,Travel_Rarely,4,3,3,4
1800,No,39,Male,Single,10,1,Medical,Research & Development,3,Research Director,2,9,4,3,2,7,13464,21,0,4,3,3,No,Travel_Rarely,3,3,3,3
1801,No,46,Male,Single,26,2,Life Sciences,Sales,2,Sales Executive,2,6,2,2,2,8,7991,15,0,3,3,2,No,Non-Travel,2,2,3,3
1802,No,40,Female,Married,2,2,Life Sciences,Research & Development,1,Laboratory Technician,0,7,4,3,2,4,3377,17,1,3,5,3,No,Travel_Rarely,1,3,4,2
