매장ID,요일,날짜,영업여부,프로모션여부,공휴일여부,학교휴교여부
932,6,2015-08-08,1.0,0,0,0
934,6,2015-08-08,1.0,0,0,0
935,6,2015-08-08,1.0,0,0,0
936,6,2015-08-08,1.0,0,0,0
937,6,2015-08-08,1.0,0,0,1
938,6,2015-08-08,1.0,0,0,1
939,6,2015-08-08,1.0,0,0,0
941,6,2015-08-08,1.0,0,0,0
942,6,2015-08-08,1.0,0,0,1
943,6,2015-08-08,1.0,0,0,0
944,6,2015-08-08,1.0,0,0,1
945,6,2015-08-08,1.0,0,0,0
946,6,2015-08-08,1.0,0,0,0
947,6,2015-08-08,1.0,0,0,0
948,6,2015-08-08,1.0,0,0,0
950,6,2015-08-08,1.0,0,0,0
951,6,2015-08-08,1.0,0,0,0
952,6,2015-08-08,1.0,0,0,0
954,6,2015-08-08,1.0,0,0,0
955,6,2015-08-08,1.0,0,0,0
956,6,2015-08-08,1.0,0,0,0
960,6,2015-08-08,1.0,0,0,1
961,6,2015-08-08,1.0,0,0,0
962,6,2015-08-08,1.0,0,0,0
964,6,2015-08-08,1.0,0,0,0
965,6,2015-08-08,1.0,0,0,1
966,6,2015-08-08,1.0,0,0,0
967,6,2015-08-08,1.0,0,0,0
969,6,2015-08-08,1.0,0,0,0
970,6,2015-08-08,1.0,0,0,1
973,6,2015-08-08,1.0,0,0,0
974,6,2015-08-08,1.0,0,0,0
975,6,2015-08-08,1.0,0,0,0
976,6,2015-08-08,1.0,0,0,0
977,6,2015-08-08,1.0,0,0,0
980,6,2015-08-08,1.0,0,0,0
983,6,2015-08-08,1.0,0,0,0
984,6,2015-08-08,1.0,0,0,0
985,6,2015-08-08,1.0,0,0,0
986,6,2015-08-08,1.0,0,0,0
988,6,2015-08-08,1.0,0,0,0
989,6,2015-08-08,1.0,0,0,0
991,6,2015-08-08,1.0,0,0,0
992,6,2015-08-08,1.0,0,0,0
994,6,2015-08-08,1.0,0,0,0
997,6,2015-08-08,1.0,0,0,1
998,6,2015-08-08,1.0,0,0,0
1000,6,2015-08-08,1.0,0,0,0
1003,6,2015-08-08,1.0,0,0,0
1004,6,2015-08-08,1.0,0,0,0
1005,6,2015-08-08,1.0,0,0,0
1007,6,2015-08-08,1.0,0,0,0
1008,6,2015-08-08,1.0,0,0,0
1009,6,2015-08-08,1.0,0,0,0
1010,6,2015-08-08,1.0,0,0,0
1011,6,2015-08-08,1.0,0,0,0
1012,6,2015-08-08,1.0,0,0,0
1013,6,2015-08-08,1.0,0,0,0
1014,6,2015-08-08,1.0,0,0,0
1015,6,2015-08-08,1.0,0,0,0
1016,6,2015-08-08,1.0,0,0,0
1019,6,2015-08-08,1.0,0,0,0
1020,6,2015-08-08,1.0,0,0,1
1022,6,2015-08-08,1.0,0,0,0
1024,6,2015-08-08,1.0,0,0,0
1025,6,2015-08-08,1.0,0,0,0
1026,6,2015-08-08,1.0,0,0,0
1027,6,2015-08-08,1.0,0,0,0
1028,6,2015-08-08,1.0,0,0,0
1031,6,2015-08-08,1.0,0,0,0
1036,6,2015-08-08,1.0,0,0,0
1037,6,2015-08-08,1.0,0,0,0
1038,6,2015-08-08,1.0,0,0,0
1039,6,2015-08-08,1.0,0,0,0
1040,6,2015-08-08,1.0,0,0,0
1041,6,2015-08-08,1.0,0,0,0
1042,6,2015-08-08,1.0,0,0,0
1044,6,2015-08-08,1.0,0,0,0
1045,6,2015-08-08,1.0,0,0,0
1047,6,2015-08-08,1.0,0,0,0
1048,6,2015-08-08,1.0,0,0,0
1049,6,2015-08-08,1.0,0,0,0
1050,6,2015-08-08,1.0,0,0,1
1051,6,2015-08-08,1.0,0,0,0
1052,6,2015-08-08,1.0,0,0,0
1053,6,2015-08-08,1.0,0,0,1
1054,6,2015-08-08,1.0,0,0,0
1056,6,2015-08-08,1.0,0,0,0
1057,6,2015-08-08,1.0,0,0,0
1058,6,2015-08-08,1.0,0,0,0
1059,6,2015-08-08,1.0,0,0,0
1060,6,2015-08-08,1.0,0,0,0
1061,6,2015-08-08,1.0,0,0,0
1062,6,2015-08-08,1.0,0,0,0
1063,6,2015-08-08,1.0,0,0,0
1064,6,2015-08-08,1.0,0,0,0
1065,6,2015-08-08,1.0,0,0,0
1066,6,2015-08-08,1.0,0,0,0
1067,6,2015-08-08,1.0,0,0,0
1068,6,2015-08-08,1.0,0,0,0
1070,6,2015-08-08,1.0,0,0,1
1071,6,2015-08-08,1.0,0,0,0
1072,6,2015-08-08,1.0,0,0,0
1073,6,2015-08-08,1.0,0,0,0
1076,6,2015-08-08,1.0,0,0,0
1077,6,2015-08-08,1.0,0,0,0
1078,6,2015-08-08,1.0,0,0,0
1079,6,2015-08-08,1.0,0,0,1
1080,6,2015-08-08,1.0,0,0,0
1083,6,2015-08-08,1.0,0,0,1
1084,6,2015-08-08,1.0,0,0,1
1086,6,2015-08-08,1.0,0,0,1
1087,6,2015-08-08,1.0,0,0,1
1088,6,2015-08-08,1.0,0,0,0
1089,6,2015-08-08,1.0,0,0,0
1091,6,2015-08-08,1.0,0,0,0
1092,6,2015-08-08,1.0,0,0,0
1094,6,2015-08-08,1.0,0,0,0
1096,6,2015-08-08,1.0,0,0,0
1097,6,2015-08-08,1.0,0,0,0
1099,6,2015-08-08,1.0,0,0,0
1100,6,2015-08-08,1.0,0,0,0
1101,6,2015-08-08,1.0,0,0,0
1102,6,2015-08-08,1.0,0,0,0
1103,6,2015-08-08,1.0,0,0,1
1104,6,2015-08-08,1.0,0,0,0
1105,6,2015-08-08,1.0,0,0,0
1106,6,2015-08-08,1.0,0,0,0
1107,6,2015-08-08,1.0,0,0,0
1109,6,2015-08-08,1.0,0,0,0
1111,6,2015-08-08,1.0,0,0,0
1112,6,2015-08-08,1.0,0,0,0
1113,6,2015-08-08,1.0,0,0,0
1114,6,2015-08-08,1.0,0,0,0
1115,6,2015-08-08,1.0,0,0,1
1,5,2015-08-07,1.0,1,0,1
3,5,2015-08-07,1.0,1,0,1
7,5,2015-08-07,1.0,1,0,1
8,5,2015-08-07,1.0,1,0,1
9,5,2015-08-07,1.0,1,0,1
10,5,2015-08-07,1.0,1,0,1
11,5,2015-08-07,1.0,1,0,1
12,5,2015-08-07,1.0,1,0,1
13,5,2015-08-07,1.0,1,0,1
14,5,2015-08-07,1.0,1,0,1
15,5,2015-08-07,1.0,1,0,1
16,5,2015-08-07,1.0,1,0,1
19,5,2015-08-07,1.0,1,0,1
20,5,2015-08-07,1.0,1,0,1
21,5,2015-08-07,1.0,1,0,1
22,5,2015-08-07,1.0,1,0,1
23,5,2015-08-07,1.0,1,0,1
24,5,2015-08-07,1.0,1,0,1
25,5,2015-08-07,1.0,1,0,1
27,5,2015-08-07,1.0,1,0,1
29,5,2015-08-07,1.0,1,0,1
30,5,2015-08-07,1.0,1,0,1
31,5,2015-08-07,1.0,1,0,1
32,5,2015-08-07,1.0,1,0,1
33,5,2015-08-07,1.0,1,0,1
35,5,2015-08-07,1.0,1,0,1
36,5,2015-08-07,1.0,1,0,1
38,5,2015-08-07,1.0,1,0,1
39,5,2015-08-07,1.0,1,0,1
40,5,2015-08-07,1.0,1,0,1
41,5,2015-08-07,1.0,1,0,1
42,5,2015-08-07,1.0,1,0,1
43,5,2015-08-07,1.0,1,0,1
45,5,2015-08-07,1.0,1,0,1
46,5,2015-08-07,1.0,1,0,1
47,5,2015-08-07,1.0,1,0,1
48,5,2015-08-07,1.0,1,0,1
49,5,2015-08-07,1.0,1,0,1
50,5,2015-08-07,1.0,1,0,1
51,5,2015-08-07,1.0,1,0,1
52,5,2015-08-07,1.0,1,0,1
53,5,2015-08-07,1.0,1,0,1
56,5,2015-08-07,1.0,1,0,1
58,5,2015-08-07,1.0,1,0,1
61,5,2015-08-07,1.0,1,0,1
62,5,2015-08-07,1.0,1,0,1
63,5,2015-08-07,1.0,1,0,1
64,5,2015-08-07,1.0,1,0,1
66,5,2015-08-07,1.0,1,0,1
67,5,2015-08-07,1.0,1,0,1
68,5,2015-08-07,1.0,1,0,1
69,5,2015-08-07,1.0,1,0,1
70,5,2015-08-07,1.0,1,0,1
71,5,2015-08-07,1.0,1,0,1
72,5,2015-08-07,1.0,1,0,1
73,5,2015-08-07,1.0,1,0,1
74,5,2015-08-07,1.0,1,0,1
75,5,2015-08-07,1.0,1,0,1
76,5,2015-08-07,1.0,1,0,1
77,5,2015-08-07,1.0,1,0,1
79,5,2015-08-07,1.0,1,0,1
80,5,2015-08-07,1.0,1,0,1
81,5,2015-08-07,1.0,1,0,1
82,5,2015-08-07,1.0,1,0,1
83,5,2015-08-07,1.0,1,0,1
84,5,2015-08-07,1.0,1,0,1
86,5,2015-08-07,1.0,1,0,1
89,5,2015-08-07,1.0,1,0,1
90,5,2015-08-07,1.0,1,0,1
91,5,2015-08-07,1.0,1,0,1
92,5,2015-08-07,1.0,1,0,1
93,5,2015-08-07,1.0,1,0,1
94,5,2015-08-07,1.0,1,0,1
98,5,2015-08-07,1.0,1,0,1
99,5,2015-08-07,1.0,1,0,1
100,5,2015-08-07,1.0,1,0,1
101,5,2015-08-07,1.0,1,0,1
102,5,2015-08-07,1.0,1,0,1
105,5,2015-08-07,1.0,1,0,1
107,5,2015-08-07,1.0,1,0,1
108,5,2015-08-07,1.0,1,0,1
109,5,2015-08-07,1.0,1,0,1
110,5,2015-08-07,1.0,1,0,1
111,5,2015-08-07,1.0,1,0,1
112,5,2015-08-07,1.0,1,0,1
113,5,2015-08-07,1.0,1,0,1
115,5,2015-08-07,1.0,1,0,1
117,5,2015-08-07,1.0,1,0,1
118,5,2015-08-07,1.0,1,0,1
119,5,2015-08-07,1.0,1,0,1
120,5,2015-08-07,1.0,1,0,1
122,5,2015-08-07,1.0,1,0,1
124,5,2015-08-07,1.0,1,0,1
126,5,2015-08-07,1.0,1,0,1
127,5,2015-08-07,1.0,1,0,1
128,5,2015-08-07,1.0,1,0,1
129,5,2015-08-07,1.0,1,0,1
130,5,2015-08-07,1.0,1,0,1
131,5,2015-08-07,1.0,1,0,1
132,5,2015-08-07,1.0,1,0,1
135,5,2015-08-07,1.0,1,0,1
136,5,2015-08-07,1.0,1,0,1
137,5,2015-08-07,1.0,1,0,1
139,5,2015-08-07,1.0,1,0,1
140,5,2015-08-07,1.0,1,0,1
141,5,2015-08-07,1.0,1,0,1
142,5,2015-08-07,1.0,1,0,1
143,5,2015-08-07,1.0,1,0,1
144,5,2015-08-07,1.0,1,0,1
145,5,2015-08-07,1.0,1,0,1
146,5,2015-08-07,1.0,1,0,1
147,5,2015-08-07,1.0,1,0,1
149,5,2015-08-07,1.0,1,0,1
150,5,2015-08-07,1.0,1,0,1
152,5,2015-08-07,1.0,1,0,1
153,5,2015-08-07,1.0,1,0,1
154,5,2015-08-07,1.0,1,0,1
155,5,2015-08-07,1.0,1,0,1
157,5,2015-08-07,1.0,1,0,1
158,5,2015-08-07,1.0,1,0,1
159,5,2015-08-07,1.0,1,0,1
160,5,2015-08-07,1.0,1,0,1
161,5,2015-08-07,1.0,1,0,1
162,5,2015-08-07,1.0,1,0,1
164,5,2015-08-07,1.0,1,0,1
165,5,2015-08-07,1.0,1,0,1
166,5,2015-08-07,1.0,1,0,1
168,5,2015-08-07,1.0,1,0,1
169,5,2015-08-07,1.0,1,0,1
170,5,2015-08-07,1.0,1,0,1
171,5,2015-08-07,1.0,1,0,1
172,5,2015-08-07,1.0,1,0,1
174,5,2015-08-07,1.0,1,0,1
175,5,2015-08-07,1.0,1,0,1
176,5,2015-08-07,1.0,1,0,1
179,5,2015-08-07,1.0,1,0,1
180,5,2015-08-07,1.0,1,0,1
181,5,2015-08-07,1.0,1,0,1
182,5,2015-08-07,1.0,1,0,1
183,5,2015-08-07,1.0,1,0,1
184,5,2015-08-07,1.0,1,0,1
186,5,2015-08-07,1.0,1,0,1
187,5,2015-08-07,1.0,1,0,1
188,5,2015-08-07,1.0,1,0,1
189,5,2015-08-07,1.0,1,0,1
190,5,2015-08-07,1.0,1,0,1
191,5,2015-08-07,1.0,1,0,1
192,5,2015-08-07,1.0,1,0,1
193,5,2015-08-07,1.0,1,0,1
194,5,2015-08-07,1.0,1,0,1
195,5,2015-08-07,1.0,1,0,1
197,5,2015-08-07,1.0,1,0,1
199,5,2015-08-07,1.0,1,0,1
200,5,2015-08-07,1.0,1,0,1
201,5,2015-08-07,1.0,1,0,1
202,5,2015-08-07,1.0,1,0,1
204,5,2015-08-07,1.0,1,0,1
206,5,2015-08-07,1.0,1,0,1
207,5,2015-08-07,1.0,1,0,1
209,5,2015-08-07,1.0,1,0,1
210,5,2015-08-07,1.0,1,0,1
212,5,2015-08-07,1.0,1,0,1
213,5,2015-08-07,1.0,1,0,1
214,5,2015-08-07,1.0,1,0,1
215,5,2015-08-07,1.0,1,0,1
216,5,2015-08-07,1.0,1,0,1
217,5,2015-08-07,1.0,1,0,1
218,5,2015-08-07,1.0,1,0,1
219,5,2015-08-07,1.0,1,0,1
220,5,2015-08-07,1.0,1,0,1
221,5,2015-08-07,1.0,1,0,1
224,5,2015-08-07,1.0,1,0,1
226,5,2015-08-07,1.0,1,0,1
227,5,2015-08-07,1.0,1,0,1
228,5,2015-08-07,1.0,1,0,1
229,5,2015-08-07,1.0,1,0,1
230,5,2015-08-07,1.0,1,0,1
231,5,2015-08-07,1.0,1,0,1
233,5,2015-08-07,1.0,1,0,1
234,5,2015-08-07,1.0,1,0,1
235,5,2015-08-07,1.0,1,0,1
238,5,2015-08-07,1.0,1,0,1
239,5,2015-08-07,1.0,1,0,1
241,5,2015-08-07,1.0,1,0,1
242,5,2015-08-07,1.0,1,0,1
243,5,2015-08-07,1.0,1,0,1
244,5,2015-08-07,1.0,1,0,1
245,5,2015-08-07,1.0,1,0,1
246,5,2015-08-07,1.0,1,0,1
247,5,2015-08-07,1.0,1,0,1
248,5,2015-08-07,1.0,1,0,1
249,5,2015-08-07,1.0,1,0,1
250,5,2015-08-07,1.0,1,0,1
251,5,2015-08-07,1.0,1,0,1
252,5,2015-08-07,1.0,1,0,1
253,5,2015-08-07,1.0,1,0,1
254,5,2015-08-07,1.0,1,0,1
255,5,2015-08-07,1.0,1,0,1
256,5,2015-08-07,1.0,1,0,1
258,5,2015-08-07,1.0,1,0,1
259,5,2015-08-07,1.0,1,0,1
262,5,2015-08-07,1.0,1,0,1
263,5,2015-08-07,1.0,1,0,1
265,5,2015-08-07,1.0,1,0,1
267,5,2015-08-07,1.0,1,0,1
268,5,2015-08-07,1.0,1,0,1
269,5,2015-08-07,1.0,1,0,1
272,5,2015-08-07,1.0,1,0,1
273,5,2015-08-07,1.0,1,0,1
274,5,2015-08-07,1.0,1,0,1
275,5,2015-08-07,1.0,1,0,1
277,5,2015-08-07,1.0,1,0,1
278,5,2015-08-07,1.0,1,0,1
279,5,2015-08-07,1.0,1,0,1
280,5,2015-08-07,1.0,1,0,1
281,5,2015-08-07,1.0,1,0,1
283,5,2015-08-07,1.0,1,0,1
284,5,2015-08-07,1.0,1,0,1
285,5,2015-08-07,1.0,1,0,1
287,5,2015-08-07,1.0,1,0,1
288,5,2015-08-07,1.0,1,0,1
289,5,2015-08-07,1.0,1,0,1
290,5,2015-08-07,1.0,1,0,1
294,5,2015-08-07,1.0,1,0,1
295,5,2015-08-07,1.0,1,0,1
296,5,2015-08-07,1.0,1,0,1
297,5,2015-08-07,1.0,1,0,1
298,5,2015-08-07,1.0,1,0,1
299,5,2015-08-07,1.0,1,0,1
300,5,2015-08-07,1.0,1,0,1
301,5,2015-08-07,1.0,1,0,1
302,5,2015-08-07,1.0,1,0,1
303,5,2015-08-07,1.0,1,0,1
304,5,2015-08-07,1.0,1,0,1
305,5,2015-08-07,1.0,1,0,1
306,5,2015-08-07,1.0,1,0,1
308,5,2015-08-07,1.0,1,0,1
309,5,2015-08-07,1.0,1,0,1
310,5,2015-08-07,1.0,1,0,1
311,5,2015-08-07,1.0,1,0,1
312,5,2015-08-07,1.0,1,0,1
314,5,2015-08-07,1.0,1,0,1
315,5,2015-08-07,1.0,1,0,1
316,5,2015-08-07,1.0,1,0,1
317,5,2015-08-07,1.0,1,0,1
319,5,2015-08-07,1.0,1,0,1
320,5,2015-08-07,1.0,1,0,1
323,5,2015-08-07,1.0,1,0,1
325,5,2015-08-07,1.0,1,0,1
326,5,2015-08-07,1.0,1,0,1
328,5,2015-08-07,1.0,1,0,1
329,5,2015-08-07,1.0,1,0,1
330,5,2015-08-07,1.0,1,0,1
331,5,2015-08-07,1.0,1,0,1
333,5,2015-08-07,1.0,1,0,1
334,5,2015-08-07,1.0,1,0,1
335,5,2015-08-07,1.0,1,0,1
336,5,2015-08-07,1.0,1,0,1
337,5,2015-08-07,1.0,1,0,1
338,5,2015-08-07,1.0,1,0,1
339,5,2015-08-07,1.0,1,0,1
340,5,2015-08-07,1.0,1,0,1
341,5,2015-08-07,1.0,1,0,1
342,5,2015-08-07,1.0,1,0,1
343,5,2015-08-07,1.0,1,0,1
344,5,2015-08-07,1.0,1,0,1
345,5,2015-08-07,1.0,1,0,1
346,5,2015-08-07,1.0,1,0,1
347,5,2015-08-07,1.0,1,0,1
348,5,2015-08-07,1.0,1,0,1
350,5,2015-08-07,1.0,1,0,1
351,5,2015-08-07,1.0,1,0,1
352,5,2015-08-07,1.0,1,0,1
353,5,2015-08-07,1.0,1,0,1
354,5,2015-08-07,1.0,1,0,1
355,5,2015-08-07,1.0,1,0,1
356,5,2015-08-07,1.0,1,0,1
358,5,2015-08-07,1.0,1,0,1
359,5,2015-08-07,1.0,1,0,1
362,5,2015-08-07,1.0,1,0,1
364,5,2015-08-07,1.0,1,0,1
365,5,2015-08-07,1.0,1,0,1
367,5,2015-08-07,1.0,1,0,1
368,5,2015-08-07,1.0,1,0,1
369,5,2015-08-07,1.0,1,0,1
370,5,2015-08-07,1.0,1,0,1
371,5,2015-08-07,1.0,1,0,1
372,5,2015-08-07,1.0,1,0,1
373,5,2015-08-07,1.0,1,0,1
377,5,2015-08-07,1.0,1,0,1
378,5,2015-08-07,1.0,1,0,1
379,5,2015-08-07,1.0,1,0,1
380,5,2015-08-07,1.0,1,0,1
383,5,2015-08-07,1.0,1,0,1
385,5,2015-08-07,1.0,1,0,1
386,5,2015-08-07,1.0,1,0,1
387,5,2015-08-07,1.0,1,0,1
388,5,2015-08-07,1.0,1,0,1
389,5,2015-08-07,1.0,1,0,1
391,5,2015-08-07,1.0,1,0,1
392,5,2015-08-07,1.0,1,0,1
393,5,2015-08-07,1.0,1,0,1
394,5,2015-08-07,1.0,1,0,1
395,5,2015-08-07,1.0,1,0,1
397,5,2015-08-07,1.0,1,0,1
398,5,2015-08-07,1.0,1,0,1
399,5,2015-08-07,1.0,1,0,1
403,5,2015-08-07,1.0,1,0,1
404,5,2015-08-07,1.0,1,0,1
405,5,2015-08-07,1.0,1,0,1
406,5,2015-08-07,1.0,1,0,1
407,5,2015-08-07,1.0,1,0,1
408,5,2015-08-07,1.0,1,0,1
409,5,2015-08-07,1.0,1,0,1
410,5,2015-08-07,1.0,1,0,1
411,5,2015-08-07,1.0,1,0,1
412,5,2015-08-07,1.0,1,0,1
413,5,2015-08-07,1.0,1,0,1
414,5,2015-08-07,1.0,1,0,1
415,5,2015-08-07,1.0,1,0,1
416,5,2015-08-07,1.0,1,0,1
417,5,2015-08-07,1.0,1,0,1
418,5,2015-08-07,1.0,1,0,1
420,5,2015-08-07,1.0,1,0,1
421,5,2015-08-07,1.0,1,0,1
422,5,2015-08-07,1.0,1,0,1
424,5,2015-08-07,1.0,1,0,1
425,5,2015-08-07,1.0,1,0,1
426,5,2015-08-07,1.0,1,0,1
427,5,2015-08-07,1.0,1,0,1
428,5,2015-08-07,1.0,1,0,1
429,5,2015-08-07,1.0,1,0,1
430,5,2015-08-07,1.0,1,0,1
431,5,2015-08-07,1.0,1,0,1
432,5,2015-08-07,1.0,1,0,1
433,5,2015-08-07,1.0,1,0,1
434,5,2015-08-07,1.0,1,0,1
435,5,2015-08-07,1.0,1,0,1
440,5,2015-08-07,1.0,1,0,1
441,5,2015-08-07,1.0,1,0,1
442,5,2015-08-07,1.0,1,0,1
445,5,2015-08-07,1.0,1,0,1
446,5,2015-08-07,1.0,1,0,1
447,5,2015-08-07,1.0,1,0,1
448,5,2015-08-07,1.0,1,0,1
449,5,2015-08-07,1.0,1,0,1
450,5,2015-08-07,1.0,1,0,1
451,5,2015-08-07,1.0,1,0,1
452,5,2015-08-07,1.0,1,0,1
453,5,2015-08-07,1.0,1,0,1
455,5,2015-08-07,1.0,1,0,1
456,5,2015-08-07,1.0,1,0,1
457,5,2015-08-07,1.0,1,0,1
458,5,2015-08-07,1.0,1,0,1
459,5,2015-08-07,1.0,1,0,1
461,5,2015-08-07,1.0,1,0,1
463,5,2015-08-07,1.0,1,0,1
465,5,2015-08-07,1.0,1,0,1
466,5,2015-08-07,1.0,1,0,1
467,5,2015-08-07,1.0,1,0,1
468,5,2015-08-07,1.0,1,0,1
470,5,2015-08-07,1.0,1,0,1
471,5,2015-08-07,1.0,1,0,1
472,5,2015-08-07,1.0,1,0,1
473,5,2015-08-07,1.0,1,0,1
475,5,2015-08-07,1.0,1,0,1
477,5,2015-08-07,1.0,1,0,1
481,5,2015-08-07,1.0,1,0,1
484,5,2015-08-07,1.0,1,0,1
485,5,2015-08-07,1.0,1,0,1
486,5,2015-08-07,1.0,1,0,1
487,5,2015-08-07,1.0,1,0,1
488,5,2015-08-07,1.0,1,0,1
490,5,2015-08-07,1.0,1,0,1
491,5,2015-08-07,1.0,1,0,1
492,5,2015-08-07,1.0,1,0,1
493,5,2015-08-07,1.0,1,0,1
495,5,2015-08-07,1.0,1,0,1
497,5,2015-08-07,1.0,1,0,1
498,5,2015-08-07,1.0,1,0,1
499,5,2015-08-07,1.0,1,0,1
500,5,2015-08-07,1.0,1,0,1
501,5,2015-08-07,1.0,1,0,1
502,5,2015-08-07,1.0,1,0,1
504,5,2015-08-07,1.0,1,0,1
505,5,2015-08-07,1.0,1,0,1
506,5,2015-08-07,1.0,1,0,1
507,5,2015-08-07,1.0,1,0,1
508,5,2015-08-07,1.0,1,0,1
509,5,2015-08-07,1.0,1,0,1
510,5,2015-08-07,1.0,1,0,1
511,5,2015-08-07,1.0,1,0,1
512,5,2015-08-07,1.0,1,0,1
514,5,2015-08-07,1.0,1,0,1
515,5,2015-08-07,1.0,1,0,1
516,5,2015-08-07,1.0,1,0,1
517,5,2015-08-07,1.0,1,0,1
518,5,2015-08-07,1.0,1,0,1
519,5,2015-08-07,1.0,1,0,1
520,5,2015-08-07,1.0,1,0,1
521,5,2015-08-07,1.0,1,0,1
522,5,2015-08-07,1.0,1,0,1
524,5,2015-08-07,1.0,1,0,1
527,5,2015-08-07,1.0,1,0,1
528,5,2015-08-07,1.0,1,0,1
529,5,2015-08-07,1.0,1,0,1
530,5,2015-08-07,1.0,1,0,1
531,5,2015-08-07,1.0,1,0,1
532,5,2015-08-07,1.0,1,0,1
533,5,2015-08-07,1.0,1,0,1
534,5,2015-08-07,1.0,1,0,1
535,5,2015-08-07,1.0,1,0,1
536,5,2015-08-07,1.0,1,0,1
537,5,2015-08-07,1.0,1,0,1
538,5,2015-08-07,1.0,1,0,1
539,5,2015-08-07,1.0,1,0,1
540,5,2015-08-07,1.0,1,0,1
541,5,2015-08-07,1.0,1,0,1
542,5,2015-08-07,1.0,1,0,1
543,5,2015-08-07,1.0,1,0,1
545,5,2015-08-07,1.0,1,0,1
547,5,2015-08-07,1.0,1,0,1
548,5,2015-08-07,1.0,1,0,1
549,5,2015-08-07,1.0,1,0,1
550,5,2015-08-07,1.0,1,0,1
551,5,2015-08-07,1.0,1,0,1
552,5,2015-08-07,1.0,1,0,1
553,5,2015-08-07,1.0,1,0,1
554,5,2015-08-07,1.0,1,0,1
555,5,2015-08-07,1.0,1,0,1
557,5,2015-08-07,1.0,1,0,1
558,5,2015-08-07,1.0,1,0,1
561,5,2015-08-07,1.0,1,0,1
562,5,2015-08-07,1.0,1,0,1
563,5,2015-08-07,1.0,1,0,1
564,5,2015-08-07,1.0,1,0,1
565,5,2015-08-07,1.0,1,0,1
566,5,2015-08-07,1.0,1,0,1
567,5,2015-08-07,1.0,1,0,1
568,5,2015-08-07,1.0,1,0,1
570,5,2015-08-07,1.0,1,0,1
571,5,2015-08-07,1.0,1,0,1
572,5,2015-08-07,1.0,1,0,1
573,5,2015-08-07,1.0,1,0,1
574,5,2015-08-07,1.0,1,0,1
575,5,2015-08-07,1.0,1,0,1
577,5,2015-08-07,1.0,1,0,1
578,5,2015-08-07,1.0,1,0,1
579,5,2015-08-07,1.0,1,0,1
580,5,2015-08-07,1.0,1,0,1
581,5,2015-08-07,1.0,1,0,1
582,5,2015-08-07,1.0,1,0,1
584,5,2015-08-07,1.0,1,0,1
585,5,2015-08-07,1.0,1,0,1
586,5,2015-08-07,1.0,1,0,1
587,5,2015-08-07,1.0,1,0,1
588,5,2015-08-07,1.0,1,0,1
589,5,2015-08-07,1.0,1,0,1
590,5,2015-08-07,1.0,1,0,1
591,5,2015-08-07,1.0,1,0,1
592,5,2015-08-07,1.0,1,0,1
593,5,2015-08-07,1.0,1,0,1
597,5,2015-08-07,1.0,1,0,1
598,5,2015-08-07,1.0,1,0,1
600,5,2015-08-07,1.0,1,0,1
601,5,2015-08-07,1.0,1,0,1
602,5,2015-08-07,1.0,1,0,1
603,5,2015-08-07,1.0,1,0,1
604,5,2015-08-07,1.0,1,0,1
605,5,2015-08-07,1.0,1,0,1
610,5,2015-08-07,1.0,1,0,1
611,5,2015-08-07,1.0,1,0,1
612,5,2015-08-07,1.0,1,0,1
615,5,2015-08-07,1.0,1,0,1
616,5,2015-08-07,1.0,1,0,1
618,5,2015-08-07,1.0,1,0,1
619,5,2015-08-07,1.0,1,0,1
620,5,2015-08-07,1.0,1,0,1
621,5,2015-08-07,1.0,1,0,1
622,5,2015-08-07,1.0,1,0,1
623,5,2015-08-07,1.0,1,0,1
624,5,2015-08-07,1.0,1,0,1
625,5,2015-08-07,1.0,1,0,1
627,5,2015-08-07,1.0,1,0,1
628,5,2015-08-07,1.0,1,0,1
629,5,2015-08-07,1.0,1,0,1
631,5,2015-08-07,1.0,1,0,1
632,5,2015-08-07,1.0,1,0,1
633,5,2015-08-07,1.0,1,0,1
636,5,2015-08-07,1.0,1,0,1
637,5,2015-08-07,1.0,1,0,1
638,5,2015-08-07,1.0,1,0,1
639,5,2015-08-07,1.0,1,0,1
640,5,2015-08-07,1.0,1,0,1
641,5,2015-08-07,1.0,1,0,1
642,5,2015-08-07,1.0,1,0,1
643,5,2015-08-07,1.0,1,0,1
644,5,2015-08-07,1.0,1,0,1
645,5,2015-08-07,1.0,1,0,1
646,5,2015-08-07,1.0,1,0,1
647,5,2015-08-07,1.0,1,0,1
650,5,2015-08-07,1.0,1,0,1
651,5,2015-08-07,1.0,1,0,1
653,5,2015-08-07,1.0,1,0,1
655,5,2015-08-07,1.0,1,0,1
656,5,2015-08-07,1.0,1,0,1
657,5,2015-08-07,1.0,1,0,1
658,5,2015-08-07,1.0,1,0,1
659,5,2015-08-07,1.0,1,0,1
660,5,2015-08-07,1.0,1,0,1
661,5,2015-08-07,1.0,1,0,1
662,5,2015-08-07,1.0,1,0,1
663,5,2015-08-07,1.0,1,0,1
665,5,2015-08-07,1.0,1,0,1
666,5,2015-08-07,1.0,1,0,1
667,5,2015-08-07,1.0,1,0,1
669,5,2015-08-07,1.0,1,0,1
670,5,2015-08-07,1.0,1,0,1
671,5,2015-08-07,1.0,1,0,1
673,5,2015-08-07,1.0,1,0,1
674,5,2015-08-07,1.0,1,0,1
675,5,2015-08-07,1.0,1,0,1
676,5,2015-08-07,1.0,1,0,1
677,5,2015-08-07,1.0,1,0,1
678,5,2015-08-07,1.0,1,0,1
